,area,bedrooms,property_type,rooms,year_built
1065,101,3,1,4,2005
1066,192,5,0,7,1968
1067,91,3,1,4,1906
1068,65,1,1,2,1900
1069,77,3,1,4,1992
1070,60,2,1,3,1904
1071,111,3,1,4,1929
1072,45,1,1,2,1906
1073,73,3,0,4,1953
1074,44,1,1,2,1963
1075,48,2,1,3,1906
1076,135,3,0,4,1991
1077,52,1,1,2,1906
1078,100,1,1,2,1906
1079,117,2,1,3,1994
1080,64,1,1,2,1906
1081,75,3,1,4,1965
1082,100,2,1,3,1886
1083,83,3,1,4,1981
1084,82,3,1,4,1962
1085,48,2,1,3,1934
1086,54,1,1,2,1970
1087,75,2,1,3,1971
1088,102,4,1,5,1928
1089,95,3,1,4,1996
1090,110,2,1,3,1981
1091,43,1,1,2,1984
1092,93,2,1,3,1929
1093,160,4,1,6,1921
1094,128,3,1,4,2007
1095,110,3,0,4,1991
1096,61,1,1,2,1983
1097,38,1,1,1,1906
1098,71,2,1,3,1981
1099,81,2,1,3,1990
1100,147,4,1,5,2005
1101,133,4,1,5,2007
1102,59,1,1,2,1981
1103,90,2,1,3,1997
1104,82,1,1,2,2003
1105,52,1,1,2,1971
1106,57,1,1,3,1935
1107,36,1,1,2,1960
1108,192,3,0,8,1987
1109,77,2,1,3,1988
1110,51,1,1,2,1988
1111,68,2,1,3,1881
1112,83,2,1,3,1990
1113,41,1,1,2,1931
1114,76,2,1,3,2008
1115,81,1,1,2,1920
1116,116,3,0,4,1989
1117,73,2,1,3,1994
1118,90,2,1,3,1991
1119,92,2,1,3,2005
1120,78,2,1,4,1922
1121,85,2,1,3,2004
1122,93,2,1,3,1991
1123,183,5,0,6,2003
1124,71,2,1,3,1960
1125,85,2,1,3,1999
1126,103,3,0,4,1991
1127,80,2,1,3,1963
1128,40,1,1,2,1720
1129,70,2,1,3,1900
1130,142,3,1,4,1735
1131,50,2,1,3,1938
1132,68,3,0,4,1927
1133,46,1,1,2,1906
1134,78,2,1,3,1981
1135,33,1,1,2,1883
1136,157,4,1,6,1927
1137,79,2,1,3,1910
1138,63,2,1,3,1936
1139,50,2,1,3,1939
1140,68,2,1,3,1934
1141,90,4,0,5,1986
1142,77,2,1,3,1906
1143,69,2,1,3,1927
1144,54,2,1,3,1906
1145,173,3,1,4,2005
1146,70,2,0,3,1906
1147,351,4,1,7,1620
1148,173,3,1,4,2005
1149,49,1,1,2,1906
1150,90,3,1,4,1987
1151,112,4,0,5,1962
1152,132,4,1,5,1906
1153,56,1,1,2,1904
1154,102,3,1,4,1931
1155,122,3,1,4,1887
1156,151,4,1,5,1888
1157,63,1,1,2,1906
1158,172,2,1,6,1906
1159,49,1,1,2,1989
1160,63,2,1,3,1906
1161,189,5,1,6,1902
1162,47,1,1,2,1971
1163,84,2,1,3,1950
1164,52,2,1,3,1931
1165,41,1,1,2,1982
1166,60,1,1,3,1931
1167,41,1,1,2,1906
1168,97,3,1,4,1930
1169,77,2,1,3,1930
1170,51,1,1,2,1906
1171,65,2,1,3,1930
1172,67,2,1,3,1991
1173,132,3,1,4,1996
1174,43,1,1,2,1890
1175,75,2,1,5,1906
1176,73,1,1,2,1775
1177,120,4,1,5,2006
1178,45,2,1,3,1906
1179,48,1,1,2,1923
1180,73,1,1,2,1922
1181,57,2,1,3,1955
1182,69,2,1,3,1991
1183,81,2,1,3,1922
1184,50,1,1,2,2008
1185,150,3,1,4,1906
1186,166,3,1,4,2011
1187,70,2,1,3,1958
1188,190,3,1,5,1884
1189,54,2,1,3,1930
1190,88,2,1,3,1963
1191,82,2,1,3,1960
1192,78,3,1,4,1966
1193,58,1,1,2,1968
1194,130,2,1,4,1840
1195,24,1,1,1,1906
1196,133,3,1,5,1906
1197,57,2,1,3,1924
1198,108,3,1,4,2010
1199,87,2,1,3,2009
1200,43,1,1,2,1906
1201,56,1,1,2,1903
1202,67,1,1,2,1933
1203,69,2,1,3,1922
1204,55,1,1,2,1928
1205,88,2,1,3,1906
1206,128,3,1,5,1931
1207,91,4,1,5,1922
1208,60,1,1,2,1906
1209,108,2,1,3,2010
1210,48,1,1,2,1926
1211,61,1,1,3,1903
1212,89,3,1,4,2008
1213,54,1,1,2,1974
1214,57,3,1,4,1939
1215,33,1,1,1,1906
1216,123,3,1,6,1906
1217,86,3,1,4,2008
1218,100,4,0,5,1991
1219,128,2,1,4,1935
1220,101,3,1,4,1921
1221,98,2,1,3,1967
1222,77,2,1,5,1893
1223,85,2,1,3,2007
1224,79,2,1,3,1906
1225,79,2,1,3,1997
1226,98,3,1,4,1970
1227,110,2,1,3,1998
1228,100,2,1,4,1906
1229,68,3,1,4,1935
1230,62,1,1,2,1906
1231,70,2,1,4,1945
1232,64,3,1,4,1906
1233,170,3,1,7,1928
1234,107,2,1,3,2007
1235,59,1,1,3,1928
1236,74,2,1,3,1976
1237,87,2,1,3,2007
1238,265,6,0,9,1700
1239,52,2,1,3,1938
1240,67,2,1,3,1926
1241,98,3,1,5,1998
1242,29,1,1,1,2012
1243,112,3,1,4,1931
1244,79,2,1,3,2007
1245,58,1,1,2,1987
1246,98,2,1,3,2001
1247,49,1,1,2,1960
1248,83,1,1,3,1997
1249,126,2,1,3,1991
1250,47,1,1,2,1930
1251,76,2,1,4,1931
1252,81,3,1,4,1960
1253,63,1,1,2,1906
1254,76,2,1,3,1967
1255,74,1,1,3,1986
1256,68,2,1,3,1906
1257,62,4,1,5,1930
1258,54,1,1,2,1969
1259,90,1,1,2,1933
1260,90,1,1,2,1933
1261,85,2,1,4,1934
1262,86,2,1,3,1906
1263,96,3,1,4,2002
1264,83,3,1,4,1910
1265,87,2,1,3,2009
1266,92,2,1,3,2008
1267,74,2,1,4,1938
1268,51,2,1,3,1906
1269,94,2,1,3,1913
1270,110,2,0,4,2003
1271,125,3,1,4,1906
1272,69,2,1,3,1954
1273,138,3,1,4,1990
1274,142,3,1,6,1885
1275,92,3,1,4,1930
1276,92,2,1,3,2006
1277,82,2,1,3,1891
1278,57,2,1,3,1966
1279,64,3,1,4,1921
1280,35,1,1,2,1954
1281,75,2,1,3,1971
1282,71,3,0,4,1953
1283,50,1,1,2,1910
1284,33,1,1,2,1967
1285,57,1,1,2,1906
1286,165,3,1,4,1931
1287,164,4,1,5,1966
1288,63,2,0,3,1906
1289,56,2,1,3,1935
1290,129,3,0,5,2016
1291,59,1,1,2,1970
1292,82,3,1,4,1963
1293,26,1,1,1,1906
1294,133,3,0,4,1996
1295,40,1,1,3,1934
1296,52,1,1,2,1927
1297,71,1,1,2,2013
1298,60,2,1,3,1906
1299,110,4,0,5,1960
1300,54,2,1,3,1935
1301,80,3,1,4,2006
1302,74,1,1,3,1935
1303,60,2,1,3,1960
1304,75,2,1,3,1967
1305,37,1,1,2,1901
1306,93,4,0,5,1986
1307,62,1,1,2,2005
1308,150,3,1,4,1934
1309,47,1,1,2,1906
1310,48,1,1,2,1960
1311,75,2,1,3,1964
1312,128,2,1,3,2009
1313,103,3,1,4,2009
1314,49,1,1,2,1923
1315,74,2,1,3,1945
1316,161,4,1,6,1906
1317,190,4,1,6,1914
1318,91,3,1,4,1998
1319,148,4,1,6,1910
1320,28,1,1,2,1904
1321,144,3,1,4,2017
1322,105,3,1,4,2017
1323,129,4,0,5,2007
1324,61,1,1,2,2017
1325,96,2,1,3,2009
1326,73,3,1,4,1967
1327,44,1,1,2,1960
1328,58,2,1,3,1937
1329,60,3,1,5,1930
1330,60,1,1,2,1906
1331,81,2,1,3,1906
1332,42,2,1,3,1906
1333,63,2,1,3,1930
1334,264,6,0,8,1920
1335,53,1,1,2,1930
1336,62,2,1,3,1954
1337,80,2,1,3,1998
1338,98,3,0,4,1989
1339,78,2,1,3,1870
1340,72,2,1,3,1960
1341,65,2,1,3,1985
1342,42,1,1,2,1953
1343,60,1,1,2,1985
1344,45,1,1,2,1923
1345,69,2,1,3,1984
1346,115,3,1,4,1999
1347,74,2,1,3,1977
1348,131,3,1,5,1981
1349,50,2,1,3,1899
1350,58,2,1,3,1899
1351,66,2,1,3,1965
1352,66,1,1,3,1959
1353,90,3,1,4,1906
1354,223,5,0,6,1906
1355,59,2,1,3,1960
1356,167,5,0,6,2005
1357,54,3,1,4,1915
1358,25,1,1,1,1906
1359,119,2,1,4,1664
1360,91,2,1,3,1991
1361,102,3,0,4,1967
1362,48,1,1,2,1924
1363,54,1,1,3,1929
1364,70,2,1,3,1971
1365,71,2,1,3,1981
1366,80,2,0,3,1958
1367,73,2,1,3,1925
1368,124,2,1,4,1905
1369,75,2,1,3,1971
1370,125,3,0,4,1978
1371,98,1,1,2,1960
1372,75,2,1,3,1906
1373,35,1,1,2,1967
1374,44,1,1,2,1934
1375,93,2,1,4,1905
1376,126,3,1,5,1932
1377,55,2,1,3,1913
1378,109,2,0,3,2010
1379,96,2,1,3,2007
1380,122,3,1,4,1912
1381,208,4,1,6,1930
1382,62,1,1,2,1906
1383,104,1,1,2,1968
1384,78,2,1,3,1991
1385,48,1,1,2,1985
1386,52,2,0,3,1906
1387,327,4,1,6,1920
1388,310,6,0,9,1906
1389,56,2,1,3,1937
1390,179,3,1,6,1906
1391,165,2,1,4,1930
1392,73,2,1,3,1996
1393,175,3,1,6,1906
1394,28,1,1,2,1906
1395,55,2,1,3,1956
1396,143,3,1,4,1991
1397,663,8,0,14,1882
1398,55,1,1,2,1906
1399,64,2,1,3,1965
1400,51,1,1,3,1928
1401,104,2,1,3,2014
1402,88,3,1,4,2007
1403,71,2,1,3,1906
1404,45,1,1,2,1963
1405,81,2,1,3,2012
1406,71,2,1,3,1981
1407,44,1,1,2,1913
1408,86,3,1,4,1906
1409,133,4,0,5,1960
1410,160,2,1,3,1886
1411,53,2,1,3,1930
1412,70,2,1,3,1900
1413,128,3,1,4,1906
1414,57,1,1,3,1931
1415,105,3,1,4,1958
1416,76,2,1,3,1967
1417,92,2,1,3,1931
1418,80,1,1,2,1987
1419,93,3,1,5,1936
1420,80,3,1,4,1963
1421,66,2,1,3,1984
1422,56,2,1,3,1906
1423,49,1,1,2,2006
1424,105,3,1,5,1967
1425,48,1,1,3,1934
1426,33,2,1,3,1960
1427,110,2,1,3,1997
1428,75,2,1,3,1957
1429,58,2,1,3,1956
1430,115,2,0,3,2003
1431,98,2,1,3,2005
1432,140,4,0,5,1991
1433,85,2,1,3,2006
1434,52,2,1,3,1900
1435,103,2,1,4,1929
1436,79,1,1,3,1906
1437,76,2,1,3,1991
1438,100,3,1,4,2001
1439,84,2,1,3,1968
1440,55,2,1,3,1906
1441,87,3,1,4,1969
1442,159,5,0,6,1996
1443,58,1,1,2,2007
1444,46,1,1,2,1930
1445,45,1,1,3,1914
1446,79,3,1,4,1960
1447,151,3,1,4,1922
1448,111,3,1,5,1928
1449,60,2,0,3,1945
1450,77,2,1,3,1906
1451,60,2,0,3,1945
1452,80,2,1,4,1933
1453,65,2,1,3,1912
1454,100,2,1,4,1930
1455,172,2,0,6,1906
1456,61,2,1,3,1969
1457,129,3,0,5,2010
1458,144,3,0,4,2016
1459,35,1,1,1,1968
1460,76,2,1,3,1906
1461,144,3,0,4,2016
1462,58,1,1,3,1927
1463,150,3,1,4,1894
1464,87,2,1,3,1967
1465,68,2,1,3,1906
1466,82,2,1,3,1896
1467,56,1,1,2,1931
1468,56,1,1,2,1989
1469,144,3,0,4,2016
1470,42,1,1,2,1906
1471,74,2,0,3,1958
1472,54,2,1,3,1906
1473,96,3,1,4,1906
1474,168,4,0,5,2000
1475,192,4,0,7,1991
1476,100,2,1,4,2001
1477,55,1,1,3,1906
1478,141,3,1,4,2001
1479,125,5,0,6,1990
1480,172,3,0,4,2016
1481,55,1,1,2,1934
1482,134,3,0,4,2016
1483,176,3,0,4,2016
1484,165,3,0,4,2016
1485,43,1,1,2,1984
1486,58,2,1,3,1885
1487,269,3,0,4,2016
1488,144,3,0,4,2016
1489,65,1,1,2,1991
1490,65,1,1,2,1981
1491,398,9,0,11,1928
1492,215,5,1,6,1906
1493,64,2,1,3,1951
1494,68,2,1,3,1968
1495,123,2,1,3,1930
1496,52,1,1,3,1923
1497,67,2,1,3,1981
1498,67,1,1,4,1905
1499,74,2,1,3,1991
1500,77,1,1,2,1988
1501,69,2,1,3,1993
1502,51,1,1,2,1906
1503,109,3,1,4,2010
1504,125,3,0,4,1991
1505,92,3,1,4,2009
1506,112,2,1,3,2007
1507,85,2,1,3,1988
1508,51,1,1,2,1902
1509,38,1,1,2,1912
1510,68,2,1,3,1930
1511,91,3,1,4,2005
1512,78,2,1,3,2010
1513,60,2,1,3,1960
1514,67,2,1,3,1969
1515,74,3,1,4,1945
1516,64,1,1,2,1906
1517,48,1,1,2,1906
1518,69,2,1,3,1996
1519,70,2,1,3,1906
1520,60,1,1,2,1906
1521,112,3,0,4,1989
1522,112,2,1,4,1974
1523,108,2,1,3,1896
1524,111,3,1,4,2012
1525,106,2,1,6,1906
1526,76,2,1,3,1906
1527,70,2,1,3,1883
1528,158,3,1,4,1968
1529,78,2,1,3,1906
1530,149,4,0,6,1999
1531,100,3,1,4,2014
1532,109,3,1,4,1998
1533,154,3,1,4,2004
1534,189,4,1,6,1906
1535,105,4,0,5,1986
1536,47,1,1,2,1925
1537,50,1,1,2,1924
1538,32,1,1,1,1900
1539,71,2,1,3,1991
1540,61,2,1,3,1945
1541,50,2,1,3,1906
1542,193,3,1,4,1906
1543,84,3,1,4,1981
1544,60,2,1,3,1906
1545,216,3,1,4,1906
1546,56,1,1,2,1750
1547,65,3,1,4,2001
1548,75,2,1,3,1996
1549,51,1,1,2,1919
1550,74,2,1,3,1982
1551,113,2,0,4,2005
1552,96,3,0,4,2007
1553,60,1,1,2,1986
1554,100,3,1,4,2005
1555,172,2,0,7,1906
1556,50,2,1,4,1906
1557,108,2,1,4,1921
1558,33,1,1,2,1906
1559,76,2,1,3,1909
1560,70,2,1,3,1983
1561,226,5,1,7,1910
1562,69,2,1,3,1983
1563,100,3,1,4,2014
1564,83,2,1,5,1930
1565,144,3,0,4,2016
1566,65,2,1,3,1960
1567,40,2,1,3,1906
1568,51,1,1,2,1931
1569,125,3,1,4,1906
1570,95,3,1,4,1931
1571,81,1,1,2,1929
1572,62,1,1,2,1906
1573,144,5,1,6,1922
1574,50,2,1,3,1906
1575,98,2,1,3,2004
1576,80,3,1,4,1962
1577,51,2,1,3,1934
1578,95,2,1,3,1993
1579,123,4,1,5,1906
1580,155,5,0,6,1918
1581,96,3,1,4,2000
1582,58,1,0,2,2005
1583,79,2,1,3,1906
1584,49,2,1,3,1935
1585,214,3,1,5,1720
1586,144,3,0,4,2016
1587,56,1,1,3,1980
1588,37,1,1,2,1900
1589,120,2,1,3,1998
1590,151,6,0,7,2006
1591,87,2,1,3,1955
1592,38,1,1,2,1955
1593,59,1,1,2,1901
1594,23,1,1,1,1942
1595,95,3,1,5,1930
1596,54,1,1,2,1906
1597,54,2,1,3,1906
1598,35,1,1,2,1966
1599,218,5,0,8,1872
1600,47,1,1,2,1900
1601,53,1,1,2,1970
1602,91,2,1,3,1904
1603,142,2,1,3,1650
1604,80,2,1,3,1931
1605,44,1,1,2,1915
1606,255,4,0,8,1881
1607,78,2,1,3,1996
1608,68,3,1,4,1933
1609,77,2,1,3,1960
1610,48,1,1,2,1984
1611,80,2,1,3,1991
1612,64,2,1,3,1926
1613,110,3,0,4,1988
1614,68,1,1,2,1670
1615,134,3,1,4,1906
1616,60,2,0,3,1945
1617,68,2,1,3,1945
1618,57,1,1,2,1906
1619,47,1,1,2,1904
1620,60,2,1,3,1931
1621,46,2,1,3,1913
1622,147,4,1,6,1760
1623,69,2,1,3,1960
1624,59,2,1,3,1988
1625,52,1,1,2,1939
1626,50,2,1,3,1931
1627,50,1,1,2,1906
1628,108,4,0,5,1983
1629,69,1,1,2,1906
1630,51,2,1,3,1934
1631,51,2,1,3,1934
1632,70,2,1,3,1906
1633,134,3,0,4,2016
1634,232,6,1,8,1900
1635,143,3,0,4,2016
1636,114,3,1,4,1932
1637,168,3,0,4,2016
1638,171,3,0,4,2016
1639,68,2,1,3,1906
1640,72,2,1,3,1988
1641,51,1,1,2,1906
1642,90,3,0,4,1994
1643,56,2,1,3,1940
1644,93,3,1,4,1906
1645,54,2,1,3,1906
1646,96,2,1,3,2009
1647,148,3,0,4,2016
1648,110,3,0,4,1981
1649,42,1,1,2,1983
1650,97,3,1,4,1973
1651,170,4,0,5,1971
1652,42,2,1,4,1935
1653,117,2,1,3,1880
1654,190,5,0,6,2005
1655,53,2,1,3,1931
1656,207,3,1,4,1921
1657,144,3,0,4,2016
1658,173,3,0,4,2016
1659,144,3,0,4,2016
1660,227,5,0,7,2011
1661,144,3,0,4,2016
1662,100,2,1,3,1998
1663,173,3,0,4,2016
1664,173,3,0,4,2016
1665,173,3,0,4,2016
1666,144,3,0,4,2016
1667,144,3,0,4,2016
1668,83,2,1,3,2002
1669,128,3,1,4,1875
1670,79,3,1,4,1931
1671,78,1,1,2,1963
1672,49,2,1,3,1990
1673,110,3,0,5,1991
1674,72,2,1,3,1981
1675,53,1,1,2,1974
1676,77,2,1,3,1910
1677,65,1,1,2,1891
1678,134,3,0,4,2016
1679,142,3,1,4,1906
1680,283,6,1,8,1906
1681,195,5,1,8,1927
1682,50,1,1,2,1900
1683,230,3,1,5,1620
1684,64,1,1,2,1989
1685,197,5,0,6,2007
1686,95,1,1,1,2002
1687,93,2,1,3,1999
1688,41,1,1,2,1931
1689,139,3,1,4,1906
1690,138,3,1,4,1906
1691,23,1,1,2,1904
1692,121,3,0,5,2007
1693,50,1,1,2,1906
1694,53,1,1,2,1960
1695,59,3,1,5,1930
1696,92,4,1,5,1937
1697,103,2,1,4,1930
1698,66,2,1,3,1937
1699,115,4,0,5,1985
1700,128,2,1,3,1993
1701,77,2,1,3,1988
1702,52,2,1,3,1906
1703,173,3,0,4,2016
1704,165,3,0,4,2016
1705,135,2,1,5,1914
1706,177,3,0,4,2016
1707,81,3,1,4,1981
1708,100,3,1,4,2002
1709,53,2,1,3,1928
1710,86,3,0,4,1985
1711,105,3,1,4,1991
1712,35,1,1,1,1892
1713,75,2,1,4,1931
1714,70,2,1,3,1892
1715,33,1,1,2,1965
1716,75,2,1,3,1906
1717,166,2,1,4,1629
1718,119,3,1,5,1923
1719,71,2,1,3,1955
1720,69,1,1,2,1960
1721,121,3,1,4,1901
1722,75,2,1,4,1906
1723,63,2,1,3,1937
1724,109,4,0,5,1973
1725,118,3,1,4,2009
1726,61,2,1,3,1906
1727,115,4,1,5,1922
1728,85,2,1,3,2000
1729,145,3,1,5,1957
1730,49,1,1,2,1906
1731,59,1,1,2,1962
1732,53,2,1,3,1927
1733,102,4,1,6,1934
1734,72,2,1,3,1924
1735,123,3,1,6,1933
1736,91,2,1,3,2001
1737,75,2,1,5,1933
1738,98,3,1,4,1970
1739,161,5,1,8,1930
1740,80,2,1,3,1976
1741,88,2,1,4,1965
1742,59,2,1,3,1954
1743,59,2,1,3,1930
1744,85,2,1,3,2007
1745,44,1,1,2,1906
1746,60,1,0,2,2005
1747,100,3,1,4,2011
1748,171,3,0,5,1902
1749,51,2,1,3,1906
1750,216,5,0,7,2005
1751,47,1,1,2,1930
1752,85,2,1,3,2008
1753,85,2,1,3,1986
1754,120,4,1,5,1884
1755,50,2,1,3,1923
1756,142,3,1,5,2005
1757,52,1,1,2,1971
1758,73,2,1,3,1958
1759,77,2,1,3,1998
1760,97,2,1,4,1906
1761,67,2,1,3,2007
1762,130,2,1,4,2005
1763,91,3,0,5,1959
1764,57,1,1,3,1910
1765,49,1,1,2,1900
1766,160,3,1,6,1882
1767,57,2,1,3,1923
1768,138,4,1,5,1934
1769,46,1,1,2,1915
1770,50,2,1,3,1931
1771,75,1,1,2,2016
1772,97,2,1,3,1931
1773,100,3,1,4,2005
1774,74,1,1,2,1921
1775,70,2,1,3,1929
1776,110,1,1,3,1700
1777,159,4,0,5,2010
1778,112,4,1,5,1932
1779,73,2,1,3,1931
1780,59,2,1,3,1972
1781,34,1,1,2,1906
1782,55,1,1,2,1906
1783,88,3,1,4,1906
1784,78,1,1,3,2012
1785,51,2,1,3,1905
1786,120,3,1,4,2010
1787,87,3,1,4,1936
1788,62,1,1,2,1931
1789,172,3,0,5,2003
1790,121,3,1,4,1928
1791,40,1,1,2,1906
1792,81,2,1,3,2010
1793,92,2,1,4,1936
1794,233,6,0,9,1934
1795,79,3,1,4,1928
1796,45,1,1,2,1910
1797,85,2,1,3,1964
1798,72,2,1,3,1976
1799,106,2,1,4,2006
1800,185,4,0,5,1998
1801,96,2,1,3,1998
1802,150,4,1,5,1919
1803,52,2,1,3,1918
1804,71,2,1,3,1963
1805,57,1,1,2,1985
1806,56,1,1,2,1981
1807,28,1,1,1,2014
1808,92,2,1,3,1906
1809,57,1,1,2,1989
1810,66,2,1,3,1922
1811,62,2,1,3,1906
1812,63,2,1,3,1906
1813,92,3,1,4,2007
1814,100,3,1,4,1994
1815,35,1,1,2,1965
1816,55,2,1,3,1931
1817,90,3,1,4,1932
1818,53,1,1,2,1934
1819,68,2,1,4,1930
1820,96,3,1,6,1906
1821,66,2,1,3,1912
1822,81,2,1,5,1930
1823,50,2,1,3,1906
1824,46,1,1,2,1938
1825,58,1,1,2,1988
1826,155,3,0,4,2015
1827,116,2,0,6,1906
1828,95,3,1,4,1906
1829,61,1,1,2,1971
1830,90,2,1,3,2010
1831,57,2,1,3,1931
1832,39,1,1,2,1901
1833,60,2,1,3,1963
1834,51,1,1,2,1906
1835,66,2,1,4,1906
1836,85,2,1,3,2006
1837,37,1,1,2,1965
1838,74,2,1,3,1981
1839,47,1,1,2,1926
1840,104,3,1,4,1975
1841,132,4,0,5,2003
1842,44,1,1,2,1906
1843,62,2,1,3,1881
1844,124,4,1,5,1925
1845,105,3,1,4,1906
1846,48,1,1,2,1906
1847,57,1,1,2,1992
1848,65,1,1,2,1902
1849,56,1,1,2,2007
1850,123,3,1,5,1935
1851,55,1,1,2,1906
1852,50,1,1,2,1960
1853,55,1,1,2,1968
1854,30,1,1,1,1958
1855,39,1,1,2,1914
1856,58,1,1,2,1982
1857,54,2,1,3,1930
1858,130,5,0,6,1996
1859,86,3,1,4,1960
1860,55,1,1,2,1968
1861,56,2,1,4,1945
1862,70,2,1,3,1906
1863,134,4,1,5,1938
1864,67,2,1,4,1906
1865,56,1,1,2,1934
1866,63,1,1,2,1963
1867,30,1,1,1,1890
1868,54,2,1,3,1880
1869,86,2,1,3,1906
1870,58,1,1,2,1906
1871,47,1,1,2,1906
1872,89,3,1,4,1930
1873,31,1,1,2,1872
1874,45,1,1,2,1906
1875,81,1,1,3,1988
1876,59,1,1,3,2006
1877,66,2,1,3,1988
1878,138,3,0,4,1998
1879,93,3,0,4,1971
1880,100,3,1,4,1994
1881,96,2,1,3,1999
1882,68,2,1,4,1940
1883,53,2,1,3,1906
1884,117,3,1,4,2010
1885,46,1,1,2,1904
1886,23,1,1,1,1931
1887,80,2,1,3,1906
1888,58,1,1,2,1981
1889,110,1,1,3,1906
1890,60,1,1,2,1913
1891,46,1,1,1,1906
1892,105,2,1,2,1993
1893,65,2,1,3,1902
1894,75,3,1,4,1955
1895,56,2,1,3,1931
1896,85,1,1,3,1906
1897,133,3,0,4,2010
1898,94,2,1,3,1983
1899,32,1,1,2,1898
1900,112,5,0,6,1989
1901,58,2,1,3,1928
1902,101,3,1,4,2007
1903,79,2,1,3,1989
1904,135,3,1,4,1906
1905,77,3,0,5,1960
1906,54,2,1,3,1913
1907,76,2,1,3,1995
1908,50,1,1,2,1926
1909,118,3,1,4,2012
1910,185,3,1,6,1906
1911,116,4,0,5,1968
1912,54,1,1,2,1910
1913,73,2,1,3,1910
1914,70,2,0,3,1957
1915,81,2,1,3,1906
1916,69,2,1,3,1906
1917,80,2,1,3,1906
1918,60,1,1,2,1984
1919,70,2,1,3,1992
1920,69,3,0,5,1950
1921,50,1,1,2,1906
1922,56,1,1,2,1981
1923,50,1,1,2,1909
1924,144,2,1,3,1712
1925,164,3,1,4,1966
1926,51,2,1,3,1931
1927,62,2,1,3,1906
1928,47,1,1,3,1937
1929,32,1,1,2,1915
1930,56,2,1,3,1906
1931,50,1,1,2,1899
1932,92,3,1,4,1935
1933,121,1,1,2,2001
1934,59,1,1,2,1981
1935,51,2,1,3,1924
1936,67,2,1,3,1963
1937,68,2,1,3,1968
1938,22,1,1,1,1720
1939,70,1,1,3,1904
1940,92,3,0,4,1973
1941,90,2,1,3,1930
1942,56,2,1,3,1906
1943,41,1,1,2,1980
1944,97,3,1,4,2007
1945,100,3,0,4,1995
1946,35,1,1,2,1906
1947,71,2,1,3,1926
1948,87,2,1,3,1963
1949,50,1,1,2,1881
1950,62,3,1,4,1930
1951,112,2,1,3,2004
1952,42,1,1,2,1906
1953,76,2,1,3,1881
1954,75,3,1,4,1906
1955,37,1,1,2,1915
1956,118,3,1,4,1922
1957,65,2,1,3,1931
1958,78,2,1,3,1985
1959,122,4,0,5,1995
1960,47,2,1,3,1938
1961,195,4,1,5,2001
1962,58,1,1,2,1970
1963,82,2,1,3,1996
1964,60,1,0,2,1974
1965,54,2,1,3,1934
1966,83,2,1,3,2001
1967,266,6,1,8,1913
1968,45,1,1,2,1960
1969,96,2,1,3,1991
1970,117,2,1,3,1963
1971,52,1,1,2,1906
1972,129,2,1,3,2017
1973,107,3,0,4,1995
1974,70,2,1,3,1925
1975,49,1,1,2,1983
1976,70,2,1,3,1940
1977,99,2,1,3,1997
1978,85,1,1,2,2017
1979,69,2,1,4,1956
1980,83,2,1,3,1929
1981,60,1,1,3,1957
1982,51,1,1,2,1906
1983,91,3,1,4,1969
1984,124,3,1,4,1889
1985,76,2,1,3,1887
1986,92,3,1,5,1916
1987,61,2,1,3,1912
1988,80,2,1,3,1998
1989,57,2,1,3,1902
1990,46,2,1,3,1925
1991,106,2,1,3,1993
1992,43,1,1,2,1907
1993,104,3,0,4,1995
1994,202,4,1,6,1912
1995,84,3,0,4,1945
1996,58,2,1,3,1905
1997,50,1,1,2,1999
1998,76,2,1,3,1960
1999,59,3,1,4,1940
2000,91,3,1,4,1995
2001,105,3,1,4,1906
2002,56,2,1,3,1902
2003,76,2,1,3,1998
2004,169,4,0,6,1913
2005,151,2,0,7,1906
2006,110,3,1,4,1933
2007,55,2,1,4,1938
2008,100,2,1,3,1968
2009,42,1,1,2,1911
2010,134,3,1,4,1966
2011,56,1,1,2,1906
2012,52,2,1,3,1925
2013,70,2,1,3,1906
2014,95,2,1,3,1906
2015,65,1,1,2,1959
2016,86,2,1,3,2001
2017,53,1,1,2,1900
2018,61,1,1,2,1906
2019,63,2,1,3,1882
2020,56,1,1,2,1984
2021,155,2,1,3,1906
2022,40,1,1,2,1968
2023,75,2,1,3,1964
2024,42,1,1,2,1882
2025,108,4,1,5,1930
2026,92,3,1,4,1905
2027,55,2,1,3,1928
2028,84,3,1,4,1987
2029,153,5,0,6,2005
2030,177,4,1,6,1907
2031,39,1,1,2,1910
2032,75,2,1,3,1981
2033,52,1,1,2,1910
2034,92,3,1,4,1909
2035,47,2,1,3,1900
2036,107,3,1,4,2006
2037,75,2,1,3,1999
2038,44,1,1,2,1939
2039,110,3,1,4,1927
2040,58,1,1,2,1906
2041,96,3,0,4,2007
2042,76,2,1,3,1922
2043,42,1,1,2,1910
2044,60,1,1,3,1930
2045,55,1,1,2,1981
2046,131,4,0,5,2008
2047,48,1,1,3,1905
2048,60,1,1,2,1963
2049,70,2,1,3,1906
2050,92,2,1,3,1960
2051,65,2,1,3,1906
2052,50,1,1,2,1906
2053,108,2,1,4,2001
2054,84,5,1,6,1906
2055,45,1,1,3,1912
2056,121,3,1,4,2002
2057,140,4,0,7,2007
2058,117,2,1,3,2017
2059,149,3,1,4,2002
2060,70,2,1,3,2017
2061,205,3,1,5,1906
2062,64,2,1,3,1906
